Minute,Average of GHI,Average of Temperature
270990,0,23.7
271000,0,23.6
271010,0,23.6
271020,0,23.5
271030,0,23.7
271040,0,24
271050,0,24.25
271060,0,24.45
271070,16.5,24.75
271080,35,25
271090,58,25.45
271100,85,25.95
271110,115,26.4
271120,147,26.9
271130,179.5,27.35
271140,214,27.85
271150,249,28.4
271160,284.5,28.9
271170,320.5,29.45
271180,356.5,29.95
271190,393,30.5
271200,429,31
271210,463.5,31.55
271220,499.5,32.05
271230,534,32.6
271240,568.5,33.1
271250,602.5,33.6
271260,635.5,34.1
271270,668,34.6
271280,699,35.1
271290,729.5,35.6
271300,759,36.1
271310,787,36.55
271320,813,37.05
271330,838.5,37.35
271340,862.5,37.75
271350,886,38.1
271360,905,38.4
271370,925.5,38.75
271380,944,39.1
271390,961,39.4
271400,975.5,39.7
271410,989,39.95
271420,1001.5,40.25
271430,1012.5,40.5
271440,1020.5,40.75
271450,1027.5,40.95
271460,1032.5,41.2
271470,1037.5,41.35
271480,1040,41.55
271490,1039.5,41.75
271500,1037.5,41.95
271510,1034,42.05
271520,1028.5,42.15
271530,1021.5,42.25
271540,1011.5,42.35
271550,1001,42.45
271560,988.5,42.55
271570,974,42.55
271580,957,42.55
271590,939.5,42.6
271600,920.5,42.6
271610,900,42.6
271620,878,42.6
271630,855,42.5
271640,830.5,42.45
271650,804.5,42.35
271660,776.5,42.3
271670,748,42.2
271680,720,42.1
271690,689,42.1
271700,657.5,42.1
271710,625,42.1
271720,592,42.1
271730,557.5,42.1
271740,521,41.1
271750,486,40.8
271760,450.5,40.5
271770,415,40.2
271780,377.5,39.9
271790,341.5,39.65
271800,306,39.35
271810,270.5,38.7
271820,234.5,38.1
271830,200,37.4
271840,165,36.75
271850,133,36.15
271860,102,35.5
271870,73.5,35.1
271880,48.5,34.65
271890,27,34.15
271900,11,33.75
271910,0,33.3
271920,0,32.9
271930,0,32.6
271940,0,32.3
271950,0,32
271960,0,31.7
271970,0,31.4
271980,0,31.1
271990,0,30.8
272000,0,30.55
272010,0,30.25
272020,0,29.95
272030,0,29.65
272040,0,29.4
272050,0,29.2
272060,0,28.95
272070,0,28.75
272080,0,28.5
272090,0,28.3
272100,0,28.05
272110,0,27.85
272120,0,27.65
272130,0,27.45
272140,0,27.25
272150,0,27.05
272160,0,26.9
272170,0,26.7
272180,0,26.55
272190,0,26.35
272200,0,26.2
272210,0,26.05
272220,0,25.85
272230,0,25.75
272240,0,25.6
272250,0,25.45
272260,0,25.3
272270,0,25.2
272280,0,25.05
272290,0,24.9
272300,0,24.75
272310,0,24.65
272320,0,24.5
272330,0,24.35
272340,0,24.25
272350,0,24.1
272360,0,24
272370,0,23.85
272380,0,23.7
272390,0,23.6
272400,0,23.5
272410,0,23.4
272420,0,23.25
272430,0,23.15
272440,0,23.05
272450,0,22.95
272460,0,22.85
272470,0,23.05
272480,0,23.35
272490,0,23.55
272500,0,23.8
272510,16,24.1
272520,33.5,24.3
272530,56.5,24.8
272540,83.5,25.2
272550,113,25.65
272560,145,26.1
272570,178,26.55
272580,212,27
272590,247.5,27.6
272600,282.5,28.15
272610,318.5,28.75
272620,354.5,29.35
272630,390.5,29.9
272640,426.5,30.5
272650,455,31.05
272660,498,31.65
272670,522.5,32.2
272680,555.5,32.8
272690,588.5,33.35
272700,633.5,33.9
272710,666,34.45
272720,682,34.95
272730,710.5,35.5
272740,738.5,36.05
272750,785,36.6
272760,812,37.15
272770,825,37.6
272780,847,38
272790,868,38.45
272800,882,38.9
272810,899,39.3
272820,915.5,39.75
272830,931.5,40.05
272840,943.5,40.3
272850,955,40.6
272860,852.5,40.9
272870,969,41.2
272880,974.5,41.5
272890,975.5,41.7
272900,917.5,41.9
272910,976.5,42.05
272920,970,42.25
272930,1030,42.45
272940,1028,42.65
272950,1023.5,42.75
272960,1017.5,42.8
272970,1010.5,42.9
272980,1000.5,43
272990,989,43.05
273000,976.5,43.15
273010,962.5,43.2
273020,947,43.2
273030,929,43.2
273040,910,43.2
273050,890,43.25
273060,868.5,43.25
273070,845,43.15
273080,820,43.15
273090,794.5,43.05
273100,768,42.95
273110,739.5,42.9
273120,710,42.8
273130,680,42.8
273140,648.5,42.8
273150,616,42.8
273160,575,42.8
273170,550,42.8
273180,515,41.75
273190,479.5,41.45
273200,445,41.15
273210,409.5,40.85
273220,373.5,40.55
273230,338,40.25
273240,302.5,39.95
273250,267,39.3
273260,232,38.7
273270,197.5,38.05
273280,164,37.45
273290,132,36.85
273300,101.5,36.2
273310,73.5,35.8
273320,45.5,35.4
273330,26.5,35.05
273340,11.5,34.65
273350,0,34.3
273360,0,33.9
273370,0,33.6
273380,0,33.35
273390,0,33.1
273400,0,32.8
273410,0,32.55
273420,0,32.3
273430,0,32
273440,0,31.75
273450,0,31.5
273460,0,31.25
273470,0,30.95
273480,0,30.75
273490,0,30.55
273500,0,30.35
273510,0,30.15
273520,0,29.95
273530,0,29.75
273540,0,29.6
273550,0,29.4
273560,0,29.25
273570,0,29.05
273580,0,28.9
273590,0,28.7
273600,0,28.55
273610,0,28.35
273620,0,28.25
273630,0,28.1
273640,0,28
273650,0,27.85
273660,0,27.7
273670,0,27.6
273680,0,27.45
273690,0,27.3
273700,0,27.15
273710,0,27.05
273720,0,26.9
273730,0,26.75
273740,0,26.65
273750,0,26.55
273760,0,26.4
273770,0,26.3
273780,0,26.15
273790,0,26.05
273800,0,25.95
273810,0,25.9
273820,0,25.8
273830,0,25.7
273840,0,25.65
273850,0,25.6
273860,0,25.5
273870,0,25.5
273880,0,25.45
273890,0,25.4
273900,0,25.35
273910,0,25.6
273920,0,25.85
273930,0,26.1
273940,0,26.3
273950,12,26.55
273960,26,26.8
273970,45,27.2
273980,68,27.6
273990,89.5,28.05
274000,114.5,28.4
274010,143.5,28.85
274020,183,29.25
274030,203.5,29.8
274040,216.5,30.35
274050,253,30.9
274060,282,31.45
274070,305.5,32
274080,304.5,32.55
274090,342.5,33.1
274100,421.5,33.65
274110,463,34.2
274120,511.5,34.75
274130,543,35.3
274140,580.5,35.85
274150,599.5,36.35
274160,605,36.85
274170,640.5,37.35
274180,669.5,37.85
274190,728.5,38.4
274200,698.5,38.9
274210,736.5,39.3
274220,751,39.65
274230,774.5,40
274240,844,40.4
274250,862,40.75
274260,864,41.15
274270,857,41.4
274280,867,41.7
274290,844.5,41.95
274300,884,42.2
274310,969,42.5
274320,977.5,42.75
274330,984.5,43
274340,988.5,43.15
274350,992.5,43.35
274360,994.5,43.55
274370,994,43.75
274380,992,43.9
274390,988.5,44
274400,983,44.1
274410,975.5,44.15
274420,969,44.2
274430,958.5,44.3
274440,946.5,44.4
274450,932.5,44.3
274460,917,44.25
274470,900,44.15
274480,881.5,44.1
274490,861.5,44.05
274500,808.5,43.95
274510,816.5,43.7
274520,792.5,43.4
274530,767.5,43.15
274540,738,42.95
274550,521.5,42.65
274560,391.5,42.4
274570,483,42.4
274580,367.5,42.4
274590,443,42.4
274600,454,42.4
274610,456.5,42.4
274620,442.5,40.2
274630,460,39.85
274640,426,39.45
274650,353,39.15
274660,358.5,38.75
274670,324.5,38.4
274680,289.5,38
274690,255,37.5
274700,221,37
274710,188.5,36.5
274720,157.5,35.95
274730,126.5,35.5
274740,97,34.95
274750,70,34.7
274760,45.5,34.45
274770,25,34.2
274780,10.5,33.95
274790,0,33.65
274800,0,33.4
274810,0,33.3
274820,0,33.1
274830,0,32.95
274840,0,32.85
274850,0,32.65
274860,0,32.55
274870,0,32.4
274880,0,32.25
274890,0,32.15
274900,0,32
274910,0,31.9
274920,0,31.75
274930,0,31.65
274940,0,31.5
274950,0,31.4
274960,0,31.25
274970,0,31.15
274980,0,31
274990,0,30.95
275000,0,30.8
275010,0,30.7
275020,0,30.65
275030,0,30.5
275040,0,30.4
275050,0,30.25
275060,0,30.2
275070,0,30.05
275080,0,29.9
275090,0,29.75
275100,0,29.7
275110,0,29.55
275120,0,29.4
275130,0,29.35
275140,0,29.2
275150,0,29.05
275160,0,28.9
275170,0,28.85
275180,0,28.75
275190,0,28.65
275200,0,28.55
275210,0,28.4
275220,0,28.3
275230,0,28.3
275240,0,28.2
275250,0,28.15
275260,0,28.1
275270,0,28.05
275280,0,28
275290,0,27.95
275300,0,27.9
275310,0,27.9
275320,0,27.8
275330,0,27.8
275340,0,27.75
275350,0,27.95
275360,0,28.2
275370,0,28.4
275380,0,28.6
275390,12,28.8
275400,27.5,29
275410,40.5,29.35
275420,57.5,29.7
275430,100,30.05
275440,129,30.4
275450,138,30.7
275460,117,31.05
275470,92,31.5
275480,198.5,31.95
275490,156,32.4
275500,248,32.9
275510,230,33.35
275520,343,33.8
275530,283.5,34.2
275540,374,34.7
275550,257,35.1
275560,366.5,35.6
275570,382.5,36.05
275580,506,36.45
275590,477,36.9
275600,642.5,37.35
275610,539,37.75
275620,466,38.15
275630,397.5,38.6
275640,426.5,39.05
275650,360,39.3
275660,359.5,39.55
275670,395,39.8
275680,477.5,40.1
275690,589,40.35
275700,327.5,40.6
275710,634.5,40.7
275720,493,40.75
275730,558,40.85
275740,534.5,40.95
275750,324.5,40.95
275760,605,41.05
275770,706,41.05
275780,790,41.1
275790,719,41.1
275800,696,41.05
275810,664,41.05
275820,594,41.05
275830,509,41.1
275840,568,41.1
275850,461.5,41.2
275860,532.5,41.2
275870,516.5,41.2
275880,521,41.25
275890,503.5,41.25
275900,489.5,41.25
275910,479.5,41.25
275920,476.5,41.25
275930,459,41.25
275940,513,41.25
275950,588,41.1
275960,501,40.95
275970,533.5,40.85
275980,465,40.7
275990,457.5,40.55
276000,430,40.4
276010,401,40.4
276020,346,40.4
276030,306,40.4
276040,311.5,40.4
276050,281.5,40.4
276060,255,39.3
276070,236,39.05
276080,220,38.8
276090,204,38.6
276100,195,38.35
276110,176,38.15
276120,288,37.9
276130,254,37.55
276140,120,37.1
276150,145,36.75
276160,86,36.4
276170,126,36
276180,96.5,35.65
276190,69.5,35.45
276200,45.5,35.2
276210,25.5,35.05
276220,10.5,34.85
276230,0,34.65
276240,0,34.45
276250,0,34.3
276260,0,34.15
276270,0,34
276280,0,33.85
276290,0,33.7
276300,0,33.55
276310,0,33.45
276320,0,33.3
276330,0,33.2
276340,0,33.05
276350,0,32.9
276360,0,32.8
276370,0,32.7
276380,0,32.6
276390,0,32.55
276400,0,32.45
276410,0,32.4
276420,0,32.3
276430,0,32.15
276440,0,32.05
276450,0,32
276460,0,31.9
276470,0,31.8
276480,0,31.7
276490,0,31.65
276500,0,31.55
276510,0,31.4
276520,0,31.35
276530,0,31.25
276540,0,31.15
276550,0,31.1
276560,0,31
276570,0,30.9
276580,0,30.8
276590,0,30.75
276600,0,30.65
276610,0,30.55
276620,0,30.45
276630,0,30.4
276640,0,30.35
276650,0,30.25
276660,0,30.15
276670,0,30.15
276680,0,30.05
276690,0,30.05
276700,0,29.95
276710,0,29.95
276720,0,29.9
276730,0,29.8
276740,0,29.8
276750,0,29.75
276760,0,29.65
276770,0,29.65
276780,0,29.6
276790,0,29.85
276800,0,30.1
276810,0,30.3
276820,0,30.55
276830,9.5,30.8
276840,27.5,31.05
276850,36,31.45
276860,42,31.9
276870,59.5,32.4
276880,78.5,32.8
276890,134.5,33.25
276900,184.5,33.7
276910,216.5,34.25
276920,166.5,34.85
276930,177.5,35.4
276940,272.5,35.95
276950,322,36.5
276960,374.5,37.1
276970,423.5,37.65
276980,469.5,38.2
276990,503.5,38.85
277000,536.5,39.4
277010,569.5,39.95
277020,602,40.55
277030,633,40.95
277040,663,41.4
277050,693,41.9
277060,721.5,42.3
277070,749,42.75
277080,774.5,43.2
277090,799.5,43.55
277100,823.5,43.9
277110,846.5,44.15
277120,866,44.5
277130,885,44.85
277140,903,45.15
277150,919.5,45.4
277160,934.5,45.6
277170,948.5,45.85
277180,959.5,46.05
277190,969.5,46.3
277200,978,46.5
277210,985,46.65
277220,990,46.75
277230,992.5,46.9
277240,994,47.05
277250,994,47.15
277260,992,47.3
277270,988,47.4
277280,983,47.4
277290,976,47.45
277300,973.5,47.55
277310,963,47.55
277320,951,47.65
277330,937.5,47.7
277340,922,47.75
277350,905.5,47.75
277360,888,47.8
277370,868,47.85
277380,730,47.85
277390,709.5,47.8
277400,800.5,47.8
277410,664.5,47.75
277420,750.5,47.7
277430,723,47.65
277440,694.5,47.6
277450,664.5,47.6
277460,633.5,47.6
277470,602.5,47.6
277480,569.5,47.6
277490,536.5,47.6
277500,503.5,46.8
277510,470,46.5
277520,435,46.25
277530,400.5,45.95
277540,365,45.7
277550,330,45.4
277560,295.5,45.2
277570,261,44.5
277580,226.5,43.8
277590,193,43.15
277600,159.5,42.45
277610,128,41.8
277620,98,41.15
277630,70.5,40.65
277640,46,40.25
277650,25.5,39.8
277660,10.5,39.4
277670,0,38.95
277680,0,38.55
277690,0,38.25
277700,0,37.95
277710,0,37.6
277720,0,37.3
277730,0,37
277740,0,36.7
277750,0,36.4
277760,0,36.1
277770,0,35.85
277780,0,35.6
277790,0,35.3
277800,0,35
277810,0,34.8
277820,0,34.65
277830,0,34.45
277840,0,34.25
277850,0,34.05
277860,0,33.85
277870,0,33.7
277880,0,33.6
277890,0,33.4
277900,0,33.3
277910,0,33.15
277920,0,33
277930,0,32.85
277940,0,32.75
277950,0,32.55
277960,0,32.4
277970,0,32.25
277980,0,32.15
277990,0,32
278000,0,31.85
278010,0,31.75
278020,0,31.65
278030,0,31.55
278040,0,31.45
278050,0,31.35
278060,0,31.2
278070,0,31.1
278080,0,31
278090,0,30.9
278100,0,30.75
278110,0,30.65
278120,0,30.55
278130,0,30.5
278140,0,30.35
278150,0,30.25
278160,0,30.2
278170,0,30.05
278180,0,29.95
278190,0,29.8
278200,0,29.7
278210,0,29.6
278220,0,29.5
278230,0,29.7
278240,0,29.8
278250,0,29.95
278260,0,30.1
278270,11,30.25
278280,26,30.45
278290,43.5,30.85
278300,71.5,31.3
278310,99,31.75
278320,128,32.2
278330,159,32.65
278340,191.5,33.05
278350,224.5,33.55
278360,258.5,34.05
278370,293,34.55
278380,327,35.05
278390,362,35.55
278400,397,36.05
278410,431.5,36.55
278420,465.5,37
278430,499.5,37.5
278440,532,37.95
278450,565,38.5
278460,596.5,38.95
278470,627.5,39.35
278480,658.5,39.75
278490,688,40.2
278500,715,40.6
278510,743,41
278520,768.5,41.45
278530,793.5,41.75
278540,817.5,42
278550,839,42.35
278560,852.5,42.65
278570,871.5,42.9
278580,890.5,43.25
278590,907,43.45
278600,922,43.65
278610,936,43.85
278620,946,44
278630,956,44.2
278640,964,44.4
278650,971,44.5
278660,975.5,44.6
278670,978,44.7
278680,978.5,44.8
278690,978.5,44.9
278700,976.5,45
278710,973,45
278720,967.5,45.05
278730,960.5,45.1
278740,940,45.1
278750,920.5,45.15
278760,829.5,45.2
278770,902.5,45.15
278780,896,45.05
278790,775,45
278800,799.5,44.95
278810,751,44.85
278820,724.5,44.8
278830,712,44.7
278840,691,44.5
278850,663.5,44.4
278860,667,44.25
278870,701.5,44.1
278880,502.5,43.95
278890,623.5,43.95
278900,613,43.95
278910,581,43.95
278920,549,43.95
278930,516.5,43.95
278940,482,42.65
278950,448.5,42.4
278960,382.5,42.05
278970,379,41.8
278980,344,41.5
278990,309,41.2
279000,275,40.9
279010,241.5,40.4
279020,208.5,39.9
279030,176,39.4
279040,144.5,38.9
279050,115,38.4
279060,86.5,37.9
279070,61,37.55
279080,38,37.15
279090,20,36.75
279100,4,36.35
279110,0,36
279120,0,35.6
279130,0,35.35
279140,0,35.1
279150,0,34.85
279160,0,34.6
279170,0,34.35
279180,0,34.1
279190,0,33.9
279200,0,33.7
279210,0,33.5
279220,0,33.25
279230,0,33.1
279240,0,32.85
279250,0,32.7
279260,0,32.5
279270,0,32.3
279280,0,32.1
279290,0,31.95
279300,0,31.75
279310,0,31.6
279320,0,31.45
279330,0,31.3
279340,0,31.15
279350,0,31.05
279360,0,30.9
279370,0,30.8
279380,0,30.65
279390,0,30.55
279400,0,30.45
279410,0,30.3
279420,0,30.15
279430,0,30.1
279440,0,30
279450,0,29.95
279460,0,29.85
279470,0,29.75
279480,0,29.65
279490,0,29.55
279500,0,29.5
279510,0,29.4
279520,0,29.3
279530,0,29.3
279540,0,29.2
279550,0,29.15
279560,0,29.05
279570,0,29
279580,0,28.9
279590,0,28.9
279600,0,28.8
279610,0,28.75
279620,0,28.65
279630,0,28.6
279640,0,28.55
279650,0,28.45
279660,0,28.4
279670,0,28.5
279680,0,28.7
279690,0,28.8
279700,0,28.95
279710,10,29.05
279720,19,29.2
279730,34.5,29.6
279740,68,30
279750,95.5,30.45
279760,124.5,30.85
279770,156,31.25
279780,188,31.7
279790,221.5,32.15
279800,205,32.7
279810,234,33.15
279820,264.5,33.65
279830,294,34.15
279840,324.5,34.65
279850,354.5,35.15
279860,385,35.7
279870,497.5,36.2
279880,303,36.7
279890,475,37.25
279900,596,37.7
279910,626.5,38.25
279920,657,38.75
279930,686.5,39.25
279940,714.5,39.75
279950,742.5,40.25
279960,768.5,40.75
279970,794,41.15
279980,818,41.5
279990,841,41.9
280000,873.5,42.2
280010,893,42.6
280020,911.5,43
280030,928,43.2
280040,943.5,43.45
280050,956.5,43.7
280060,968,43.95
280070,978,44.2
280080,986,44.4
280090,993,44.55
280100,998,44.7
280110,1001.5,44.85
280120,1001.5,45
280130,1000.5,45.15
280140,999,45.25
280150,995.5,45.3
280160,990.5,45.35
280170,983,45.45
280180,968.5,45.5
280190,957.5,45.5
280200,945.5,45.6
280210,931.5,45.6
280220,917,45.6
280230,900,45.6
280240,880.5,45.6
280250,860.5,45.6
280260,839,45.6
280270,816,45.5
280280,792,45.4
280290,766.5,45.3
280300,737.5,45.25
280310,710,45.15
280320,681.5,45.05
280330,652,45.05
280340,621,45.05
280350,590,45.05
280360,557.5,45.05
280370,524.5,45.05
280380,487.5,44.1
280390,453,43.8
280400,418.5,43.55
280410,384,43.3
280420,345.5,43
280430,311.5,42.75
280440,276.5,42.5
280450,242.5,41.9
280460,209.5,41.3
280470,176.5,40.75
280480,143,40.2
280490,113,39.55
280500,85.5,39
280510,59.5,38.6
280520,37,38.2
280530,19,37.8
280540,0,37.4
280550,0,37
280560,0,36.6
280570,0,36.35
280580,0,36.05
280590,0,35.8
280600,0,35.5
280610,0,35.25
280620,0,34.95
280630,0,34.7
280640,0,34.45
280650,0,34.15
280660,0,33.9
280670,0,33.65
280680,0,33.4
280690,0,33.2
280700,0,33
280710,0,32.75
280720,0,32.5
280730,0,32.3
280740,0,32.1
280750,0,31.9
280760,0,31.65
280770,0,31.45
280780,0,31.25
280790,0,31.1
280800,0,30.85
280810,0,30.65
280820,0,30.5
280830,0,30.4
280840,0,30.2
280850,0,30.05
280860,0,29.85
280870,0,29.7
280880,0,29.6
280890,0,29.4
280900,0,29.3
280910,0,29.1
280920,0,29
280930,0,28.9
280940,0,28.75
280950,0,28.6
280960,0,28.5
280970,0,28.4
280980,0,28.25
280990,0,28.15
281000,0,28
281010,0,27.9
281020,0,27.8
281030,0,27.7
281040,0,27.55
281050,0,27.45
281060,0,27.35
281070,0,27.3
281080,0,27.2
281090,0,27.1
281100,0,27
281110,0,27.2
281120,0,27.4
281130,0,27.65
281140,0,27.85
281150,11,28.1
281160,26.5,28.3
281170,47.5,28.75
281180,72.5,29.2
281190,101,29.6
281200,131.5,30.05
281210,164,30.5
281220,197.5,30.95
281230,231.5,31.5
281240,266,32.1
281250,301.5,32.7
281260,337,33.3
281270,372.5,33.85
281280,408,34.45
281290,443,35
281300,478,35.55
281310,513,36.15
281320,547.5,36.7
281330,581,37.3
281340,613.5,37.85
281350,645.5,38.35
281360,677,38.9
281370,707,39.4
281380,736.5,39.9
281390,764.5,40.4
281400,791,40.9
281410,817,41.2
281420,841,41.55
281430,864,41.85
281440,883.5,42.2
281450,903.5,42.55
281460,922,42.85
281470,939,43.1
281480,954.5,43.25
281490,968,43.5
281500,980.5,43.7
281510,990.5,43.95
281520,999,44.15
281530,1006,44.3
281540,1012,44.5
281550,1016,44.6
281560,1018,44.75
281570,1018,44.95
281580,1016,45.1
281590,1012.5,45.15
281600,1007,45.25
281610,1000,45.35
281620,992,45.4
281630,981.5,45.5
281640,969,45.6
281650,955,45.6
281660,940,45.6
281670,922.5,45.65
281680,904.5,45.65
281690,884.5,45.65
281700,864,45.65
281710,841.5,45.55
281720,817,45.5
281730,791.5,45.4
281740,764.5,45.35
281750,736.5,45.3
281760,707,45.2
281770,677,45.2
281780,645.5,45.2
281790,613.5,45.2
281800,580.5,45.2
281810,547,45.2
281820,513.5,44.35
281830,478.5,44.1
281840,444,43.85
281850,408.5,43.6
281860,371.5,43.3
281870,335.5,43.05
281880,300,42.8
281890,264.5,42.1
281900,230,41.45
281910,195.5,40.7
281920,161,40
281930,128.5,39.3
281940,98,38.6
281950,70,38.2
281960,45,37.8
281970,24,37.4
281980,0,36.95
281990,0,36.55
282000,0,36.15
282010,0,35.9
282020,0,35.65
282030,0,35.4
282040,0,35.2
282050,0,34.95
282060,0,34.7
282070,0,34.4
282080,0,34.1
282090,0,33.85
282100,0,33.55
282110,0,33.25
282120,0,32.95
282130,0,32.75
282140,0,32.45
282150,0,32.2
282160,0,31.95
282170,0,31.7
282180,0,31.4
282190,0,31.25
282200,0,31.05
282210,0,30.8
282220,0,30.6
282230,0,30.4
282240,0,30.15
282250,0,30
282260,0,29.85
282270,0,29.7
282280,0,29.5
282290,0,29.4
282300,0,29.25
282310,0,29.05
282320,0,28.95
282330,0,28.8
282340,0,28.65
282350,0,28.5
282360,0,28.35
282370,0,28.2
282380,0,28.05
282390,0,27.95
282400,0,27.75
282410,0,27.65
282420,0,27.5
282430,0,27.4
282440,0,27.25
282450,0,27.15
282460,0,27
282470,0,26.9
282480,0,26.75
282490,0,26.65
282500,0,26.55
282510,0,26.5
282520,0,26.4
282530,0,26.3
282540,0,26.25
282550,0,26.5
282560,0,26.75
282570,0,26.95
282580,0,27.2
282590,3.5,27.45
282600,22.5,27.75
282610,43,28.15
282620,67,28.6
282630,94.5,29.1
282640,124.5,29.5
282650,156,30
282660,188.5,30.45
282670,222.5,31.05
282680,256.5,31.65
282690,291,32.25
282700,326,32.9
282710,361,33.5
282720,396.5,34.1
282730,431.5,34.75
282740,467,35.35
282750,501,36
282760,535,36.65
282770,568.5,37.25
282780,601.5,37.85
282790,633,38.35
282800,664,38.85
282810,694.5,39.35
282820,724,39.85
282830,752,40.35
282840,779,40.85
282850,804.5,41.2
282860,829.5,41.6
282870,851.5,41.95
282880,883.5,42.35
282890,903.5,42.7
282900,922,43.1
282910,939,43.3
282920,954.5,43.55
282930,968.5,43.75
282940,980.5,44
282950,990.5,44.3
282960,999.5,44.5
282970,1007,44.65
282980,1012,44.85
282990,1016,44.95
283000,1015.5,45.15
283010,1015.5,45.25
283020,1013.5,45.45
283030,1010.5,45.5
283040,1006,45.55
283050,999,45.6
283060,970.5,45.6
283070,960,45.7
283080,947.5,45.7
283090,933.5,45.7
283100,918.5,45.6
283110,901,45.6
283120,878,45.55
283130,858,45.5
283140,836,45.5
283150,813,45.3
283160,788.5,45.2
283170,763,45.1
283180,731.5,44.95
283190,704,44.8
283200,675,44.7
283210,644.5,44.7
283220,614,44.7
283230,582,44.7
283240,549.5,44.7
283250,516,44.7
283260,478,43.4
283270,443.5,43
283280,409.5,42.65
283290,374.5,42.3
283300,335.5,41.9
283310,301,41.55
283320,267,41.2
283330,233,40.6
283340,199.5,39.95
283350,167,39.4
283360,132.5,38.75
283370,103,38.15
283380,75.5,37.5
283390,51,37.1
283400,30.5,36.7
283410,15,36.2
283420,0,35.8
283430,0,35.4
283440,0,35
283450,0,34.65
283460,0,34.4
283470,0,34.1
283480,0,33.85
283490,0,33.55
283500,0,33.3
283510,0,33
283520,0,32.75
283530,0,32.55
283540,0,32.25
283550,0,32
283560,0,31.75
283570,0,31.55
283580,0,31.4
283590,0,31.2
283600,0,31
283610,0,30.8
283620,0,30.6
283630,0,30.45
283640,0,30.3
283650,0,30.15
283660,0,30
283670,0,29.8
283680,0,29.65
283690,0,29.5
283700,0,29.4
283710,0,29.2
283720,0,29.05
283730,0,28.95
283740,0,28.75
283750,0,28.65
283760,0,28.5
283770,0,28.35
283780,0,28.25
283790,0,28.1
283800,0,27.95
283810,0,27.85
283820,0,27.75
283830,0,27.65
283840,0,27.5
283850,0,27.4
283860,0,27.3
283870,0,27.2
283880,0,27.1
283890,0,27
283900,0,26.9
283910,0,26.85
283920,0,26.8
283930,0,26.7
283940,0,26.6
283950,0,26.55
283960,0,26.5
283970,0,26.4
283980,0,26.35
283990,0,26.5
284000,0,26.7
284010,0,26.85
284020,0,27.05
284030,0,27.2
284040,22.5,27.4
284050,42.5,27.8
284060,66.5,28.25
284070,94,28.65
284080,124,29.1
284090,155.5,29.5
284100,188.5,29.9
284110,221.5,30.5
284120,256,31
284130,291,31.55
284140,326.5,32.05
284150,361,32.6
284160,396.5,33.1
284170,432,33.65
284180,466.5,34.25
284190,501,34.8
284200,534.5,35.35
284210,568,35.9
284220,600,36.45
284230,632,36.9
284240,663,37.3
284250,693,37.75
284260,721,38.15
284270,749,38.6
284280,775,39.05
284290,800.5,39.35
284300,824.5,39.65
284310,847.5,39.9
284320,862.5,40.25
284330,882.5,40.5
284340,901.5,40.8
284350,918.5,41.05
284360,932.5,41.2
284370,946.5,41.45
284380,957.5,41.6
284390,967.5,41.85
284400,976.5,42.05
284410,893,42.15
284420,988.5,42.3
284430,993,42.4
284440,993.5,42.5
284450,993.5,42.65
284460,992,42.75
284470,988.5,42.8
284480,983,42.9
284490,976,42.95
284500,968.5,43.05
284510,958,43.1
284520,857.5,43.15
284530,845,43.15
284540,841.5,43.15
284550,825,43.15
284560,747,43.15
284570,860.5,43.2
284580,839.5,43.2
284590,816.5,43.1
284600,792.5,43
284610,767,42.95
284620,739,42.85
284630,629,42.8
284640,597.5,42.75
284650,542,42.75
284660,553,42.75
284670,589,42.75
284680,511.5,42.75
284690,523.5,42.75
284700,449,41.75
284710,326,41.45
284720,299.5,41.2
284730,335,40.95
284740,278,40.65
284750,264.5,40.4
284760,234.5,40.1
284770,205,39.6
284780,155.5,39.1
284790,131,38.55
284800,107.5,38.05
284810,85,37.5
284820,65,37
284830,46.5,36.65
284840,29.5,36.25
284850,16,35.9
284860,0,35.5
284870,0,35.15
284880,0,34.75
284890,0,34.55
284900,0,34.35
284910,0,34.15
284920,0,33.9
284930,0,33.65
284940,0,33.45
284950,0,33.25
284960,0,32.95
284970,0,32.75
284980,0,32.45
284990,0,32.25
285000,0,32.05
285010,0,31.75
285020,0,31.55
285030,0,31.35
285040,0,31.15
285050,0,30.95
285060,0,30.7
285070,0,30.5
285080,0,30.35
285090,0,30.15
285100,0,29.95
285110,0,29.7
285120,0,29.5
285130,0,29.4
285140,0,29.25
285150,0,29.1
285160,0,28.95
285170,0,28.85
285180,0,28.7
285190,0,28.6
285200,0,28.5
285210,0,28.35
285220,0,28.25
285230,0,28.1
285240,0,28
285250,0,27.9
285260,0,27.75
285270,0,27.65
285280,0,27.5
285290,0,27.4
285300,0,27.2
285310,0,27.15
285320,0,27.05
285330,0,26.95
285340,0,26.85
285350,0,26.75
285360,0,26.65
285370,0,26.55
285380,0,26.45
285390,0,26.4
285400,0,26.3
285410,0,26.2
285420,0,26.15
285430,0,26.3
285440,0,26.45
285450,0,26.65
285460,0,26.85
285470,0,27
285480,21,27.15
285490,40,27.55
285500,63.5,27.95
285510,90,28.4
285520,120,28.8
285530,150.5,29.2
285540,183,29.55
285550,217,30.1
285560,250.5,30.6
285570,285,31.15
285580,322,31.65
285590,356.5,32.15
285600,391.5,32.65
285610,427,33.25
285620,461.5,33.85
285630,496,34.4
285640,531.5,35
285650,564.5,35.6
285660,597.5,36.15
285670,629.5,36.7
